year,state,county_name,county_fips,office,candidate,party,candidatevotes,mode
2020,ARKANSAS,PIKE,5109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,437,EARLY VOTE
2020,ARKANSAS,PIKE,5109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,113,ELECTION DAY
2020,ARKANSAS,PIKE,5109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,PROVISIONAL
2020,ARKANSAS,POINSETT,5111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,144,ABSENTEE
2020,ARKANSAS,POINSETT,5111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,706,EARLY VOTE
2020,ARKANSAS,POINSETT,5111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,538,ELECTION DAY
2020,ARKANSAS,POINSETT,5111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36,PROVISIONAL
2020,ARKANSAS,POLK,5113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,263,ABSENTEE
2020,ARKANSAS,POLK,5113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,799,EARLY VOTE
2020,ARKANSAS,POLK,5113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,180,ELECTION DAY
2020,ARKANSAS,POLK,5113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4,PROVISIONAL
2020,ARKANSAS,POPE,5115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1009,ABSENTEE
2020,ARKANSAS,POPE,5115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4048,EARLY VOTE
2020,ARKANSAS,POPE,5115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,715,ELECTION DAY
2020,ARKANSAS,POPE,5115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,62,ABSENTEE
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,380,EARLY VOTE
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,204,ELECTION DAY
2020,ARKANSAS,PRAIRIE,5117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8,PROVISIONAL
2020,ARKANSAS,PULASKI,5119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17172,ABSENTEE
2020,ARKANSAS,PULASKI,5119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,67553,EARLY VOTE
2020,ARKANSAS,PULASKI,5119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16357,ELECTION DAY
2020,ARKANSAS,PULASKI,5119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,865,PROVISIONAL
2020,ARKANSAS,RANDOLPH,5121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,193,ABSENTEE
2020,ARKANSAS,RANDOLPH,5121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,807,EARLY VOTE
2020,ARKANSAS,RANDOLPH,5121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,213,ELECTION DAY
2020,ARKANSAS,RANDOLPH,5121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,PROVISIONAL
2020,ARKANSAS,ST. FRANCIS,5123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,419,ABSENTEE
2020,ARKANSAS,ST. FRANCIS,5123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2335,EARLY VOTE
2020,ARKANSAS,ST. FRANCIS,5123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,850,ELECTION DAY
2020,ARKANSAS,ST. FRANCIS,5123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,SALINE,5125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2494,ABSENTEE
2020,ARKANSAS,SALINE,5125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11704,EARLY VOTE
2020,ARKANSAS,SALINE,5125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1862,ELECTION DAY
2020,ARKANSAS,SALINE,5125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,SCOTT,5127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,76,ABSENTEE
2020,ARKANSAS,SCOTT,5127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,288,EARLY VOTE
2020,ARKANSAS,SCOTT,5127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119,ELECTION DAY
2020,ARKANSAS,SCOTT,5127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,SEARCY,5129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,115,ABSENTEE
2020,ARKANSAS,SEARCY,5129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,345,EARLY VOTE
2020,ARKANSAS,SEARCY,5129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,127,ELECTION DAY
2020,ARKANSAS,SEARCY,5129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,PROVISIONAL
2020,ARKANSAS,SEBASTIAN,5131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2230,ABSENTEE
2020,ARKANSAS,SEBASTIAN,5131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9978,EARLY VOTE
2020,ARKANSAS,SEBASTIAN,5131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2279,ELECTION DAY
2020,ARKANSAS,SEBASTIAN,5131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,SEVIER,5133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,142,ABSENTEE
2020,ARKANSAS,SEVIER,5133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,672,EARLY VOTE
2020,ARKANSAS,SEVIER,5133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,295,ELECTION DAY
2020,ARKANSAS,SEVIER,5133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7,PROVISIONAL
2020,ARKANSAS,SHARP,5135,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,283,ABSENTEE
2020,ARKANSAS,SHARP,5135,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,896,EARLY VOTE
2020,ARKANSAS,SHARP,5135,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,216,ELECTION DAY
2020,ARKANSAS,SHARP,5135,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3,PROVISIONAL
2020,ARKANSAS,STONE,5137,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,232,ABSENTEE
2020,ARKANSAS,STONE,5137,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,706,EARLY VOTE
2020,ARKANSAS,STONE,5137,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,242,ELECTION DAY
2020,ARKANSAS,STONE,5137,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,UNION,5139,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,801,ABSENTEE
2020,ARKANSAS,UNION,5139,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3088,EARLY VOTE
2020,ARKANSAS,UNION,5139,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1670,ELECTION DAY
2020,ARKANSAS,UNION,5139,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25,PROVISIONAL
2020,ARKANSAS,VAN BUREN,5141,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,361,ABSENTEE
2020,ARKANSAS,VAN BUREN,5141,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,992,EARLY VOTE
2020,ARKANSAS,VAN BUREN,5141,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,213,ELECTION DAY
2020,ARKANSAS,VAN BUREN,5141,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27,PROVISIONAL
2020,ARKANSAS,WASHINGTON,5143,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8817,ABSENTEE
2020,ARKANSAS,WASHINGTON,5143,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28415,EARLY VOTE
2020,ARKANSAS,WASHINGTON,5143,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6592,ELECTION DAY
2020,ARKANSAS,WASHINGTON,5143,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,WHITE,5145,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,969,ABSENTEE
2020,ARKANSAS,WHITE,5145,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3690,EARLY VOTE
2020,ARKANSAS,WHITE,5145,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1319,ELECTION DAY
2020,ARKANSAS,WHITE,5145,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,PROVISIONAL
2020,ARKANSAS,WOODRUFF,5147,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,60,ABSENTEE
2020,ARKANSAS,WOODRUFF,5147,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,475,EARLY VOTE
2020,ARKANSAS,WOODRUFF,5147,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,314,ELECTION DAY
2020,ARKANSAS,WOODRUFF,5147,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7,PROVISIONAL
2020,ARKANSAS,YELL,5149,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,136,ABSENTEE
2020,ARKANSAS,YELL,5149,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,868,EARLY VOTE
2020,ARKANSAS,YELL,5149,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,271,ELECTION DAY
2020,ARKANSAS,YELL,5149,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9,PROVISIONAL
2020,LOUISIANA,ACADIA,22001,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5443,TOTAL
2020,LOUISIANA,ALLEN,22003,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2108,TOTAL
2020,LOUISIANA,ASCENSION,22005,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20399,TOTAL
2020,LOUISIANA,ASSUMPTION,22007,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3833,TOTAL
2020,LOUISIANA,AVOYELLES,22009,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4979,TOTAL
2020,LOUISIANA,BEAUREGARD,22011,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2542,TOTAL
2020,LOUISIANA,BIENVILLE,22013,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3067,TOTAL
2020,LOUISIANA,BOSSIER,22015,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15662,TOTAL
2020,LOUISIANA,CADDO,22017,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,55110,TOTAL
2020,LOUISIANA,CALCASIEU,22019,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25982,TOTAL
2020,LOUISIANA,CALDWELL,22021,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,745,TOTAL
2020,LOUISIANA,CAMERON,22023,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,324,TOTAL
2020,LOUISIANA,CATAHOULA,22025,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1269,TOTAL
2020,LOUISIANA,CLAIBORNE,22027,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2731,TOTAL
2020,LOUISIANA,CONCORDIA,22029,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3177,TOTAL
2020,LOUISIANA,DE SOTO,22031,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5457,TOTAL
2020,LOUISIANA,EAST BATON ROUGE,22033,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,115577,TOTAL
2020,LOUISIANA,EAST CARROLL,22035,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1900,TOTAL
2020,LOUISIANA,EAST FELICIANA,22037,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4280,TOTAL
2020,LOUISIANA,EVANGELINE,22039,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4158,TOTAL
2020,LOUISIANA,FRANKLIN,22041,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2658,TOTAL
2020,LOUISIANA,GRANT,22043,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1157,TOTAL
2020,LOUISIANA,IBERIA,22045,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11027,TOTAL
2020,LOUISIANA,IBERVILLE,22047,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8514,TOTAL
2020,LOUISIANA,JACKSON,22049,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2143,TOTAL
2020,LOUISIANA,JEFFERSON,22051,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84477,TOTAL
2020,LOUISIANA,JEFFERSON DAVIS,22053,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3208,TOTAL
2020,LOUISIANA,LAFAYETTE,22055,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,39685,TOTAL
2020,LOUISIANA,LAFOURCHE,22057,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8672,TOTAL
2020,LOUISIANA,LA SALLE,22059,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,638,TOTAL
2020,LOUISIANA,LINCOLN,22061,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7559,TOTAL
2020,LOUISIANA,LIVINGSTON,22063,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9249,TOTAL
2020,LOUISIANA,MADISON,22065,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2654,TOTAL
2020,LOUISIANA,MOREHOUSE,22067,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4946,TOTAL
2020,LOUISIANA,NATCHITOCHES,22069,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6896,TOTAL
2020,LOUISIANA,ORLEANS,22071,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,147854,TOTAL
2020,LOUISIANA,OUACHITA,22073,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25913,TOTAL
2020,LOUISIANA,PLAQUEMINES,22075,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3414,TOTAL
2020,LOUISIANA,POINTE COUPEE,22077,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4683,TOTAL
2020,LOUISIANA,RAPIDES,22079,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,19475,TOTAL
2020,LOUISIANA,RED RIVER,22081,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1644,TOTAL
2020,LOUISIANA,RICHLAND,22083,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3225,TOTAL
2020,LOUISIANA,SABINE,22085,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1731,TOTAL
2020,LOUISIANA,ST. BERNARD,22087,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6151,TOTAL
2020,LOUISIANA,ST. CHARLES,22089,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9800,TOTAL
2020,LOUISIANA,ST. HELENA,22091,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3346,TOTAL
2020,LOUISIANA,ST. JAMES,22093,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6510,TOTAL
2020,LOUISIANA,ST. JOHN THE BAPTIST,22095,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13582,TOTAL
2020,LOUISIANA,ST. LANDRY,22097,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17372,TOTAL
2020,LOUISIANA,ST. MARTIN,22099,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8439,TOTAL
2020,LOUISIANA,ST. MARY,22101,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8055,TOTAL
2020,LOUISIANA,ST. TAMMANY,22103,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37746,TOTAL
2020,LOUISIANA,TANGIPAHOA,22105,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18887,TOTAL
2020,LOUISIANA,TENSAS,22107,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1329,TOTAL
2020,LOUISIANA,TERREBONNE,22109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11198,TOTAL
2020,LOUISIANA,UNION,22111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2654,TOTAL
2020,LOUISIANA,VERMILION,22113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5009,TOTAL
2020,LOUISIANA,VERNON,22115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2898,TOTAL
2020,LOUISIANA,WASHINGTON,22117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5970,TOTAL
2020,LOUISIANA,WEBSTER,22119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6172,TOTAL
2020,LOUISIANA,WEST BATON ROUGE,22121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6200,TOTAL
2020,LOUISIANA,WEST CARROLL,22123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,710,TOTAL
2020,LOUISIANA,WEST FELICIANA,22125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2298,TOTAL
2020,LOUISIANA,WINN,22127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1543,TOTAL
2020,NEW MEXICO,BERNALILLO,35001,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,193757,TOTAL
2020,NEW MEXICO,CATRON,35003,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,595,TOTAL
2020,NEW MEXICO,CHAVES,35005,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6381,TOTAL
2020,NEW MEXICO,CIBOLA,35006,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4745,TOTAL
2020,NEW MEXICO,COLFAX,35007,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2611,TOTAL
2020,NEW MEXICO,CURRY,35009,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4307,TOTAL
2020,NEW MEXICO,DE BACA,35011,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,231,TOTAL
2020,NEW MEXICO,DONA ANA,35013,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47957,TOTAL
2020,NEW MEXICO,EDDY,35015,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5424,TOTAL
2020,NEW MEXICO,GRANT,35017,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7590,TOTAL
2020,NEW MEXICO,GUADALUPE,35019,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1234,TOTAL
2020,NEW MEXICO,HARDING,35021,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,179,TOTAL
2020,NEW MEXICO,HIDALGO,35023,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,823,TOTAL
2020,NEW MEXICO,LEA,35025,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4061,TOTAL
2020,NEW MEXICO,LINCOLN,35027,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3194,TOTAL
2020,NEW MEXICO,LOS ALAMOS,35028,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7554,TOTAL
2020,NEW MEXICO,LUNA,35029,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3563,TOTAL
2020,NEW MEXICO,MCKINLEY,35031,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18029,TOTAL
2020,NEW MEXICO,MORA,35033,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1745,TOTAL
2020,NEW MEXICO,OTERO,35035,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8485,TOTAL
2020,NEW MEXICO,QUAY,35037,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1170,TOTAL
2020,NEW MEXICO,RIO ARRIBA,35039,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10990,TOTAL
2020,NEW MEXICO,ROOSEVELT,35041,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1802,TOTAL
2020,NEW MEXICO,SANDOVAL,35043,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40588,TOTAL
2020,NEW MEXICO,SAN JUAN,35045,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18083,TOTAL
2020,NEW MEXICO,SAN MIGUEL,35047,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7888,TOTAL
2020,NEW MEXICO,SANTA FE,35049,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,62530,TOTAL
2020,NEW MEXICO,SIERRA,35051,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2265,TOTAL
2020,NEW MEXICO,SOCORRO,35053,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3722,TOTAL
2020,NEW MEXICO,TAOS,35055,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13121,TOTAL
2020,NEW MEXICO,TORRANCE,35057,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2344,TOTAL
2020,NEW MEXICO,UNION,35059,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,383,TOTAL
2020,NEW MEXICO,VALENCIA,35061,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14263,TOTAL
2020,TEXAS,ANDERSON,48001,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3955,TOTAL
2020,TEXAS,ANDREWS,48003,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,850,TOTAL
2020,TEXAS,ANGELINA,48005,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9143,TOTAL
2020,TEXAS,ARANSAS,48007,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2916,TOTAL
2020,TEXAS,ARCHER,48009,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,446,TOTAL
2020,TEXAS,ARMSTRONG,48011,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,75,TOTAL
2020,TEXAS,ATASCOSA,48013,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5876,TOTAL
2020,TEXAS,AUSTIN,48015,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2951,TOTAL
2020,TEXAS,BAILEY,48017,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,409,TOTAL
2020,TEXAS,BANDERA,48019,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2505,TOTAL
2020,TEXAS,BASTROP,48021,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15474,TOTAL
2020,TEXAS,BAYLOR,48023,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,183,TOTAL
2020,TEXAS,BEE,48025,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3288,TOTAL
2020,TEXAS,BELL,48027,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,57014,TOTAL
2020,TEXAS,BEXAR,48029,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,448452,TOTAL
2020,TEXAS,BLANCO,48031,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1911,TOTAL
2020,TEXAS,BORDEN,48033,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16,TOTAL
2020,TEXAS,BOSQUE,48035,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1561,TOTAL
2020,TEXAS,BOWIE,48037,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10747,TOTAL
2020,TEXAS,BRAZORIA,48039,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,62228,TOTAL
2020,TEXAS,BRAZOS,48041,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,35349,TOTAL
2020,TEXAS,BREWSTER,48043,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2258,TOTAL
2020,TEXAS,BRISCOE,48045,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,78,TOTAL
2020,TEXAS,BROOKS,48047,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1470,TOTAL
2020,TEXAS,BROWN,48049,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2107,TOTAL
2020,TEXAS,BURLESON,48051,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1788,TOTAL
2020,TEXAS,BURNET,48053,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5639,TOTAL
2020,TEXAS,CALDWELL,48055,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6672,TOTAL
2020,TEXAS,CALHOUN,48057,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2148,TOTAL
2020,TEXAS,CALLAHAN,48059,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,734,TOTAL
2020,TEXAS,CAMERON,48061,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,64063,TOTAL
2020,TEXAS,CAMP,48063,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1394,TOTAL
2020,TEXAS,CARSON,48065,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,297,TOTAL
2020,TEXAS,CASS,48067,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2795,TOTAL
2020,TEXAS,CASTRO,48069,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,466,TOTAL
2020,TEXAS,CHAMBERS,48071,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3997,TOTAL
2020,TEXAS,CHEROKEE,48073,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4210,TOTAL
2020,TEXAS,CHILDRESS,48075,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,310,TOTAL
2020,TEXAS,CLAY,48077,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,614,TOTAL
2020,TEXAS,COCHRAN,48079,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,177,TOTAL
2020,TEXAS,COKE,48081,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,178,TOTAL
2020,TEXAS,COLEMAN,48083,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,451,TOTAL
2020,TEXAS,COLLIN,48085,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,230945,TOTAL
2020,TEXAS,COLLINGSWORTH,48087,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,155,TOTAL
