year,state,county_name,county_fips,office,candidate,party,candidatevotes,mode
2020,OKLAHOMA,CANADIAN,40017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6266,ABSENTEE BY MAIL
2020,OKLAHOMA,CANADIAN,40017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,917,EARLY
2020,OKLAHOMA,CANADIAN,40017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9559,ELECTION DAY
2020,OKLAHOMA,CARTER,40019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,886,ABSENTEE BY MAIL
2020,OKLAHOMA,CARTER,40019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,768,EARLY
2020,OKLAHOMA,CARTER,40019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2816,ELECTION DAY
2020,OKLAHOMA,CHEROKEE,40021,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1337,ABSENTEE BY MAIL
2020,OKLAHOMA,CHEROKEE,40021,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,993,EARLY
2020,OKLAHOMA,CHEROKEE,40021,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3697,ELECTION DAY
2020,OKLAHOMA,CHOCTAW,40023,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119,ABSENTEE BY MAIL
2020,OKLAHOMA,CHOCTAW,40023,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,279,EARLY
2020,OKLAHOMA,CHOCTAW,40023,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,684,ELECTION DAY
2020,OKLAHOMA,CIMARRON,40025,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11,ABSENTEE BY MAIL
2020,OKLAHOMA,CIMARRON,40025,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13,EARLY
2020,OKLAHOMA,CIMARRON,40025,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,46,ELECTION DAY
2020,OKLAHOMA,CLEVELAND,40027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20080,ABSENTEE BY MAIL
2020,OKLAHOMA,CLEVELAND,40027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6339,EARLY
2020,OKLAHOMA,CLEVELAND,40027,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,23408,ELECTION DAY
2020,OKLAHOMA,COAL,40029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34,ABSENTEE BY MAIL
2020,OKLAHOMA,COAL,40029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,100,EARLY
2020,OKLAHOMA,COAL,40029,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,240,ELECTION DAY
2020,OKLAHOMA,COMANCHE,40031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3967,ABSENTEE BY MAIL
2020,OKLAHOMA,COMANCHE,40031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1790,EARLY
2020,OKLAHOMA,COMANCHE,40031,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7990,ELECTION DAY
2020,OKLAHOMA,COTTON,40033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,54,ABSENTEE BY MAIL
2020,OKLAHOMA,COTTON,40033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,93,EARLY
2020,OKLAHOMA,COTTON,40033,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,246,ELECTION DAY
2020,OKLAHOMA,CRAIG,40035,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,180,ABSENTEE BY MAIL
2020,OKLAHOMA,CRAIG,40035,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,263,EARLY
2020,OKLAHOMA,CRAIG,40035,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,774,ELECTION DAY
2020,OKLAHOMA,CREEK,40037,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1719,ABSENTEE BY MAIL
2020,OKLAHOMA,CREEK,40037,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,647,EARLY
2020,OKLAHOMA,CREEK,40037,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4211,ELECTION DAY
2020,OKLAHOMA,CUSTER,40039,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,509,ABSENTEE BY MAIL
2020,OKLAHOMA,CUSTER,40039,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,323,EARLY
2020,OKLAHOMA,CUSTER,40039,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1537,ELECTION DAY
2020,OKLAHOMA,DELAWARE,40041,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,952,ABSENTEE BY MAIL
2020,OKLAHOMA,DELAWARE,40041,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,462,EARLY
2020,OKLAHOMA,DELAWARE,40041,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2058,ELECTION DAY
2020,OKLAHOMA,DEWEY,40043,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25,ABSENTEE BY MAIL
2020,OKLAHOMA,DEWEY,40043,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14,EARLY
2020,OKLAHOMA,DEWEY,40043,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,175,ELECTION DAY
2020,OKLAHOMA,ELLIS,40045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28,ABSENTEE BY MAIL
2020,OKLAHOMA,ELLIS,40045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,22,EARLY
2020,OKLAHOMA,ELLIS,40045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,112,ELECTION DAY
2020,OKLAHOMA,GARFIELD,40047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1247,ABSENTEE BY MAIL
2020,OKLAHOMA,GARFIELD,40047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,719,EARLY
2020,OKLAHOMA,GARFIELD,40047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2953,ELECTION DAY
2020,OKLAHOMA,GARVIN,40049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,308,ABSENTEE BY MAIL
2020,OKLAHOMA,GARVIN,40049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,295,EARLY
2020,OKLAHOMA,GARVIN,40049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1262,ELECTION DAY
2020,OKLAHOMA,GRADY,40051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1140,ABSENTEE BY MAIL
2020,OKLAHOMA,GRADY,40051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,525,EARLY
2020,OKLAHOMA,GRADY,40051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2479,ELECTION DAY
2020,OKLAHOMA,GRANT,40053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37,ABSENTEE BY MAIL
2020,OKLAHOMA,GRANT,40053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63,EARLY
2020,OKLAHOMA,GRANT,40053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,180,ELECTION DAY
2020,OKLAHOMA,GREER,40055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,31,ABSENTEE BY MAIL
2020,OKLAHOMA,GREER,40055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90,EARLY
2020,OKLAHOMA,GREER,40055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,207,ELECTION DAY
2020,OKLAHOMA,HARMON,40057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13,ABSENTEE BY MAIL
2020,OKLAHOMA,HARMON,40057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,49,EARLY
2020,OKLAHOMA,HARMON,40057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,115,ELECTION DAY
2020,OKLAHOMA,HARPER,40059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20,ABSENTEE BY MAIL
2020,OKLAHOMA,HARPER,40059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25,EARLY
2020,OKLAHOMA,HARPER,40059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,91,ELECTION DAY
2020,OKLAHOMA,HASKELL,40061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,129,ABSENTEE BY MAIL
2020,OKLAHOMA,HASKELL,40061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,172,EARLY
2020,OKLAHOMA,HASKELL,40061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,482,ELECTION DAY
2020,OKLAHOMA,HUGHES,40063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,99,ABSENTEE BY MAIL
2020,OKLAHOMA,HUGHES,40063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,158,EARLY
2020,OKLAHOMA,HUGHES,40063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,662,ELECTION DAY
2020,OKLAHOMA,JACKSON,40065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,292,ABSENTEE BY MAIL
2020,OKLAHOMA,JACKSON,40065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,343,EARLY
2020,OKLAHOMA,JACKSON,40065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1011,ELECTION DAY
2020,OKLAHOMA,JEFFERSON,40067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,31,ABSENTEE BY MAIL
2020,OKLAHOMA,JEFFERSON,40067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,50,EARLY
2020,OKLAHOMA,JEFFERSON,40067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,238,ELECTION DAY
2020,OKLAHOMA,JOHNSTON,40069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,82,ABSENTEE BY MAIL
2020,OKLAHOMA,JOHNSTON,40069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,167,EARLY
2020,OKLAHOMA,JOHNSTON,40069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,489,ELECTION DAY
2020,OKLAHOMA,KAY,40071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,824,ABSENTEE BY MAIL
2020,OKLAHOMA,KAY,40071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,533,EARLY
2020,OKLAHOMA,KAY,40071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2683,ELECTION DAY
2020,OKLAHOMA,KINGFISHER,40073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,151,ABSENTEE BY MAIL
2020,OKLAHOMA,KINGFISHER,40073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,161,EARLY
2020,OKLAHOMA,KINGFISHER,40073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,542,ELECTION DAY
2020,OKLAHOMA,KIOWA,40075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,97,ABSENTEE BY MAIL
2020,OKLAHOMA,KIOWA,40075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,150,EARLY
2020,OKLAHOMA,KIOWA,40075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,452,ELECTION DAY
2020,OKLAHOMA,LATIMER,40077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,128,ABSENTEE BY MAIL
2020,OKLAHOMA,LATIMER,40077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,167,EARLY
2020,OKLAHOMA,LATIMER,40077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,467,ELECTION DAY
2020,OKLAHOMA,LE FLORE,40079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,552,ABSENTEE BY MAIL
2020,OKLAHOMA,LE FLORE,40079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,545,EARLY
2020,OKLAHOMA,LE FLORE,40079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2202,ELECTION DAY
2020,OKLAHOMA,LINCOLN,40081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,516,ABSENTEE BY MAIL
2020,OKLAHOMA,LINCOLN,40081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,386,EARLY
2020,OKLAHOMA,LINCOLN,40081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1707,ELECTION DAY
2020,OKLAHOMA,LOGAN,40083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1792,ABSENTEE BY MAIL
2020,OKLAHOMA,LOGAN,40083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,792,EARLY
2020,OKLAHOMA,LOGAN,40083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2871,ELECTION DAY
2020,OKLAHOMA,LOVE,40085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,68,ABSENTEE BY MAIL
2020,OKLAHOMA,LOVE,40085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,185,EARLY
2020,OKLAHOMA,LOVE,40085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,458,ELECTION DAY
2020,OKLAHOMA,MCCLAIN,40087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,945,ABSENTEE BY MAIL
2020,OKLAHOMA,MCCLAIN,40087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,417,EARLY
2020,OKLAHOMA,MCCLAIN,40087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2220,ELECTION DAY
2020,OKLAHOMA,MCCURTAIN,40089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,257,ABSENTEE BY MAIL
2020,OKLAHOMA,MCCURTAIN,40089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,326,EARLY
2020,OKLAHOMA,MCCURTAIN,40089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1275,ELECTION DAY
2020,OKLAHOMA,MCINTOSH,40091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,348,ABSENTEE BY MAIL
2020,OKLAHOMA,MCINTOSH,40091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,316,EARLY
2020,OKLAHOMA,MCINTOSH,40091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1367,ELECTION DAY
2020,OKLAHOMA,MAJOR,40093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,69,ABSENTEE BY MAIL
2020,OKLAHOMA,MAJOR,40093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84,EARLY
2020,OKLAHOMA,MAJOR,40093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,167,ELECTION DAY
2020,OKLAHOMA,MARSHALL,40095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,184,ABSENTEE BY MAIL
2020,OKLAHOMA,MARSHALL,40095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,202,EARLY
2020,OKLAHOMA,MARSHALL,40095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,714,ELECTION DAY
2020,OKLAHOMA,MAYES,40097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,605,ABSENTEE BY MAIL
2020,OKLAHOMA,MAYES,40097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,510,EARLY
2020,OKLAHOMA,MAYES,40097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2466,ELECTION DAY
2020,OKLAHOMA,MURRAY,40099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,200,ABSENTEE BY MAIL
2020,OKLAHOMA,MURRAY,40099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,365,EARLY
2020,OKLAHOMA,MURRAY,40099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,591,ELECTION DAY
2020,OKLAHOMA,MUSKOGEE,40101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1679,ABSENTEE BY MAIL
2020,OKLAHOMA,MUSKOGEE,40101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1663,EARLY
2020,OKLAHOMA,MUSKOGEE,40101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4685,ELECTION DAY
2020,OKLAHOMA,NOBLE,40103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,170,ABSENTEE BY MAIL
2020,OKLAHOMA,NOBLE,40103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,201,EARLY
2020,OKLAHOMA,NOBLE,40103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,632,ELECTION DAY
2020,OKLAHOMA,NOWATA,40105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,79,ABSENTEE BY MAIL
2020,OKLAHOMA,NOWATA,40105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,168,EARLY
2020,OKLAHOMA,NOWATA,40105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,465,ELECTION DAY
2020,OKLAHOMA,OKFUSKEE,40107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,147,ABSENTEE BY MAIL
2020,OKLAHOMA,OKFUSKEE,40107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,163,EARLY
2020,OKLAHOMA,OKFUSKEE,40107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,586,ELECTION DAY
2020,OKLAHOMA,OKLAHOMA,40109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,55118,ABSENTEE BY MAIL
2020,OKLAHOMA,OKLAHOMA,40109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9860,EARLY
2020,OKLAHOMA,OKLAHOMA,40109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,76746,ELECTION DAY
2020,OKLAHOMA,OKMULGEE,40111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,718,ABSENTEE BY MAIL
2020,OKLAHOMA,OKMULGEE,40111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,812,EARLY
2020,OKLAHOMA,OKMULGEE,40111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2827,ELECTION DAY
2020,OKLAHOMA,OSAGE,40113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1795,ABSENTEE BY MAIL
2020,OKLAHOMA,OSAGE,40113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,978,EARLY
2020,OKLAHOMA,OSAGE,40113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3229,ELECTION DAY
2020,OKLAHOMA,OTTAWA,40115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,522,ABSENTEE BY MAIL
2020,OKLAHOMA,OTTAWA,40115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,538,EARLY
2020,OKLAHOMA,OTTAWA,40115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1626,ELECTION DAY
2020,OKLAHOMA,PAWNEE,40117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,290,ABSENTEE BY MAIL
2020,OKLAHOMA,PAWNEE,40117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,170,EARLY
2020,OKLAHOMA,PAWNEE,40117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,903,ELECTION DAY
2020,OKLAHOMA,PAYNE,40119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3053,ABSENTEE BY MAIL
2020,OKLAHOMA,PAYNE,40119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2180,EARLY
2020,OKLAHOMA,PAYNE,40119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5671,ELECTION DAY
2020,OKLAHOMA,PITTSBURG,40121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,592,ABSENTEE BY MAIL
2020,OKLAHOMA,PITTSBURG,40121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,603,EARLY
2020,OKLAHOMA,PITTSBURG,40121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2573,ELECTION DAY
2020,OKLAHOMA,PONTOTOC,40123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,899,ABSENTEE BY MAIL
2020,OKLAHOMA,PONTOTOC,40123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1005,EARLY
2020,OKLAHOMA,PONTOTOC,40123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2213,ELECTION DAY
2020,OKLAHOMA,POTTAWATOMIE,40125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2431,ABSENTEE BY MAIL
2020,OKLAHOMA,POTTAWATOMIE,40125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1058,EARLY
2020,OKLAHOMA,POTTAWATOMIE,40125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3786,ELECTION DAY
2020,OKLAHOMA,PUSHMATAHA,40127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,92,ABSENTEE BY MAIL
2020,OKLAHOMA,PUSHMATAHA,40127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,181,EARLY
2020,OKLAHOMA,PUSHMATAHA,40127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,395,ELECTION DAY
2020,OKLAHOMA,ROGER MILLS,40129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21,ABSENTEE BY MAIL
2020,OKLAHOMA,ROGER MILLS,40129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29,EARLY
2020,OKLAHOMA,ROGER MILLS,40129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,118,ELECTION DAY
2020,OKLAHOMA,ROGERS,40131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2969,ABSENTEE BY MAIL
2020,OKLAHOMA,ROGERS,40131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1627,EARLY
2020,OKLAHOMA,ROGERS,40131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4993,ELECTION DAY
2020,OKLAHOMA,SEMINOLE,40133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,452,ABSENTEE BY MAIL
2020,OKLAHOMA,SEMINOLE,40133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,366,EARLY
2020,OKLAHOMA,SEMINOLE,40133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1332,ELECTION DAY
2020,OKLAHOMA,SEQUOYAH,40135,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,592,ABSENTEE BY MAIL
2020,OKLAHOMA,SEQUOYAH,40135,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,307,EARLY
2020,OKLAHOMA,SEQUOYAH,40135,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2136,ELECTION DAY
2020,OKLAHOMA,STEPHENS,40137,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,713,ABSENTEE BY MAIL
2020,OKLAHOMA,STEPHENS,40137,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,568,EARLY
2020,OKLAHOMA,STEPHENS,40137,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1873,ELECTION DAY
2020,OKLAHOMA,TEXAS,40139,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,114,ABSENTEE BY MAIL
2020,OKLAHOMA,TEXAS,40139,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,212,EARLY
2020,OKLAHOMA,TEXAS,40139,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,568,ELECTION DAY
2020,OKLAHOMA,TILLMAN,40141,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,65,ABSENTEE BY MAIL
2020,OKLAHOMA,TILLMAN,40141,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,129,EARLY
2020,OKLAHOMA,TILLMAN,40141,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,403,ELECTION DAY
2020,OKLAHOMA,TULSA,40143,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,38042,ABSENTEE BY MAIL
2020,OKLAHOMA,TULSA,40143,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7364,EARLY
2020,OKLAHOMA,TULSA,40143,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63590,ELECTION DAY
2020,OKLAHOMA,WAGONER,40145,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2254,ABSENTEE BY MAIL
2020,OKLAHOMA,WAGONER,40145,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1629,EARLY
2020,OKLAHOMA,WAGONER,40145,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4581,ELECTION DAY
2020,OKLAHOMA,WASHINGTON,40147,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1736,ABSENTEE BY MAIL
2020,OKLAHOMA,WASHINGTON,40147,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,928,EARLY
2020,OKLAHOMA,WASHINGTON,40147,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3126,ELECTION DAY
2020,OKLAHOMA,WASHITA,40149,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,100,ABSENTEE BY MAIL
2020,OKLAHOMA,WASHITA,40149,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,101,EARLY
2020,OKLAHOMA,WASHITA,40149,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,397,ELECTION DAY
2020,OKLAHOMA,WOODS,40151,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120,ABSENTEE BY MAIL
2020,OKLAHOMA,WOODS,40151,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,238,EARLY
2020,OKLAHOMA,WOODS,40151,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,233,ELECTION DAY
2020,OKLAHOMA,WOODWARD,40153,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,199,ABSENTEE BY MAIL
2020,OKLAHOMA,WOODWARD,40153,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,317,EARLY
2020,OKLAHOMA,WOODWARD,40153,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,489,ELECTION DAY
2020,ARKANSAS,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,145,ABSENTEE
2020,ARKANSAS,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3658,EARLY VOTE
2020,ARKANSAS,ARKANSAS,5001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,500,ELECTION DAY
